G-KSOFG73,Database Mgmt
G-KSOFG73,MOBILE APPS
G-KSOFG73,GRAPH THEORY
G-KSOFG73,Software Testing
G-KSOFG73,SERVER SIDE RAD
G-KSOFG73,Projects/Media
