dayname,timeslot1,timeslot2,timeslot3,timeslot4,timeslot5,timeslot6,timeslot7,timeslot8,timeslot9,
mon,9,10,11,12,13,14,15,16,17
tue,9,10,11,12,13,14,15,16,17
wen,9,10,11,12,13,14,15,16,17
thu,9,10,11,12,13,14,15,16,17
fri,9,10,11,12,13,14,15,16,17
